YEAR,PLAYER,POS,LANE AGILITY TIME (SECONDS),SHUTTLE RUN (SECONDS),THREE QUARTER SPRINT (SECONDS),STANDING VERTICAL LEAP (INCHES),MAX VERTICAL LEAP (INCHES)
2004,Luol Deng,SF,11.46,-,3.34,27.5,31.5
2004,Marcus Douthit,C-PF,11.64,-,3.34,25.5,31.5
2004,Marcus Melvin,SF-PF,11.81,-,3.33,25.0,30.5
2004,Marcus Moore,PG-SG,11.31,-,3.34,25.0,30.0
2004,Marko Tomas,SG-PG,11.80,-,3.23,32.0,31.5
2004,Martin Iti,C-PF,12.28,-,3.41,26.5,32.5
2004,Matt Freije,SF-PF,11.15,-,3.25,29.5,31.0
2004,Michel Morandais,SG-SF,11.45,-,3.22,30.5,33.5
2004,Mike Williams,SF,11.59,-,3.42,23.5,27.5
2004,Misan Nikagbatse,SG-PG,11.27,-,3.32,27.5,32.5
2004,Nate Robinson,PG,10.75,-,2.96,35.5,43.5
2004,Nate Williams,PF-SF,12.60,-,3.35,23.5,26.0
2004,Omar Quintero,PG,11.37,-,3.25,25.0,29.0
2004,Pape Sow,PF-C,12.13,-,3.27,28.0,31.5
2004,Peter Ramos,C,12.61,-,3.60,24.0,26.5
2004,Randall Orr,PF-SF,11.18,-,3.27,26.5,33.0
2004,Rashad Wright,PG,11.15,-,3.28,28.5,32.5
2004,Rich Melzer,PF-SF,11.74,-,3.39,24.5,28.5
2004,Rickey Paulding,SG,11.14,-,3.17,30.0,36.0
2004,Ricky Minard,PG-SG,10.94,-,3.10,27.5,33.0
2004,Rolando Howell,PF,11.91,-,3.28,28.5,34.5
2004,Romain Sato,SG,11.27,-,3.18,31.5,35.5
2004,Ryan Gomes,SF-PF,12.49,-,3.24,26.5,30.5
2004,Sergei Lishouk,PF-SF,-,-,-,-,-
2004,Shaun Livingston,PG-SG,10.72,-,3.23,26.5,30.0
2004,TJ Cummings,SF,11.58,-,3.12,27.0,31.0
2004,Tiago Splitter,C-PF,11.65,-,3.38,26.0,31.5
2004,Tim Bowers,PG-SG,11.24,-,3.21,37.0,43.5
2004,Tim Pickett,PG-SG,-,-,-,-,-
2004,Tom Timmerrmans,PF-C,13.13,-,3.63,23.0,26.5
2004,Tony Allen,SG,10.70,-,3.19,31.5,36.5
2004,Tony Bobbitt,SG,-,-,-,-,-
2004,Trevor Ariza,SG-SF,11.63,-,3.29,29.5,32.0
2003,Aleksander Djuric,C-PF,11.97,-,3.65,23.5,27.5
2003,Aloysius Anagonye,PF,12.93,-,3.30,31.0,34.5
2003,Bernard King,SG-PG,11.37,-,3.18,28.0,33.5
2003,Brandin Knight,PG,-,-,-,-,-
2003,Brandon Hunter,PF,11.13,-,3.21,32.5,35.0
2003,Brian Cook,PF-SF,11.87,-,3.45,25.0,29.0
2003,Britton Johnsen,SF-PF,10.67,-,3.08,26.5,32.5
2003,Carl English,SG-PG,11.77,-,3.32,28.0,34.0
2003,Carmelo Anthony,SF,11.40,-,3.15,30.5,33.5
2003,Chris Bosh,PF,11.80,-,3.30,30.5,33.0
2003,Chris Kaman,C-PF,11.33,-,3.37,23.5,30.5
2003,Chris Marcus,C,-,-,-,-,-
2003,Chris Massie,PF-C,12.48,-,3.22,26.5,33.0
2003,Dahntay Jones,SG-SF,10.91,-,3.11,30.0,39.5
2003,Darko Milicic,PF,11.30,-,3.36,26.5,32.5
2003,David West,PF-SF,12.18,-,3.43,28.5,31.5
2003,Derrick Zimmerman,PG,11.09,-,3.10,34.0,40.5
2003,Donald Little,PF-C,11.18,-,3.20,33.0,37.0
2003,Doug Wrenn,SF-PF,11.38,-,3.17,34.5,41.0
2003,Dwyane Wade,SG-SF,10.56,-,3.08,31.5,35.0
2003,Ebi Ere,SG,11.38,-,3.16,29.5,33.5
2003,Hollis Price,PG-SG,10.72,-,3.25,27.5,33.0
2003,James Jones,SF,11.18,-,3.19,30.5,33.0
2003,James Lang,C-PF,14.01,-,3.55,24.5,32.0
2003,Jason Gardner,PG,10.62,-,3.17,30.5,35.0
2003,Jason Kapono,SG-SF,11.04,-,3.38,23.5,30.0
2003,Jason Keep,C-PF,11.18,-,3.30,29.5,34.0
2003,Jeff Newton,PF,11.18,-,3.23,27.5,34.0
2003,Jermaine Boyette,PG-SG,11.20,-,3.07,29.0,35.5
2003,Jerome Beasley,SF-PF,11.36,-,3.25,27.0,32.0
2003,Jerry Holman,PF,11.54,-,3.24,33.0,37.5
2003,Joe Shipp,SG,11.75,-,3.20,29.0,34.5
2003,Joel Cornette,PF-SF,11.27,-,3.14,26.0,32.5
2003,Josh Howard,SF-SG,10.89,-,3.09,33.0,36.5
2003,Josh Powell,PF-SF,11.72,-,3.20,32.5,38.5
2003,Justin Hamilton,PG-SG,11.18,-,3.18,30.0,37.5
2003,Keith Bogans,SG,11.43,-,3.25,29.5,35.0
2003,Kirk Hinrich,PG-SG,10.98,-,3.10,29.0,33.5
2003,Kirk Penney,SG-SF,10.44,-,3.04,32.0,35.5
2003,Kyle Korver,SF,11.42,-,3.47,25.5,31.5
2003,LaVell Blanchard,SF,11.64,-,3.38,33.5,36.5
2003,LeBron James,SF-SG,-,-,-,-,-
2003,Luke Ridnour,PG,11.00,-,3.28,26.0,32.5
2003,Luke Walton,SF-PF,-,-,-,28.0,-
2003,Marcus Hatten,PG,11.50,-,3.15,29.5,37.5
2003,Marlon Parmer,PG,-,-,3.42,28.0,32.0
2003,Marquis Daniels,SG-PG,11.62,-,3.25,30.5,35.0
2003,Marquis Estill,PF-C,12.92,-,3.31,30.0,36.0
2003,Marvin Stone,C-PF,12.10,-,3.50,25.5,27.5
2003,Matt Bonner,PF-SF,11.52,-,3.32,27.0,32.0
2003,Matt Carroll,SG-SF,11.11,-,3.35,29.0,33.5
2003,Michael Ignerski,PF-SF,11.21,-,3.13,26.5,33.0
2003,Michael Sweetney,PF,12.90,-,3.28,26.0,31.5
2003,Mo Williams,PG-SG,-,-,-,-,-
2003,Nick Collison,PF,11.62,-,3.28,28.0,33.0
2003,Pavel Podkolzin,C,13.40,-,3.80,19.5,22.5
2003,Rick Anderson,SF-PF,11.23,-,3.40,26.0,30.5
2003,Robert Jackson,PF-C,11.26,-,3.25,23.5,26.0
2003,Ron Slay,SF-PF,12.01,-,3.43,28.5,31.5
2003,Ronald Dupree,SF-SG,11.09,-,3.23,37.5,41.5
2003,Ruben Douglas,SG,11.95,-,3.27,28.5,35.0
2003,Sam Hoskin,PF,-,-,-,-,-
2003,Sani Ibrahim,C-PF,13.02,-,3.40,26.0,30.5
2003,Sasha Vujacic,PG-SG,-,-,-,-,-
2003,Souleymane Camara,PF-SF,11.51,-,3.20,28.5,34.5
2003,Stephane Pelle,PF-SF,11.37,-,3.27,28.5,33.0
2003,T.J. Ford,PG,11.45,-,3.20,32.5,39.5
2003,Theron Smith,PF-SF,10.99,-,3.10,28.5,32.0
2003,Tommy Smith,PF-SF,11.54,-,3.14,30.0,33.0
2003,Travis Hansen,SG,10.72,-,3.18,31.5,35.0
2003,Trevor Harvey,C-PF,11.85,-,3.32,29.5,32.0
2003,Troy Bell,PG,10.89,-,3.06,34.5,41.0
2003,Uche Nsonwu-Amadi,PF-C,11.83,-,3.25,27.5,29.0
2003,Ugonna Okyekwe,SF,11.43,-,3.20,32.0,36.5
2003,Wayne Wallace,PF,11.85,-,3.24,29.5,36.0
2003,Wesley Wilson,C-PF,12.19,-,3.30,27.0,30.5
2003,Will McDonald,C-PF,11.83,-,3.42,25.0,32.5
2003,Willie Green,SG-PG,11.86,-,3.19,28.5,28.5
2002,Aaron McGhee,PF-SF,12.24,-,-,26.0,28.5
2002,Amar'e Stoudemire,PF,11.19,-,3.25,32.0,35.5
2002,Andy Ellis,PF,11.69,-,3.34,32.0,35.5
2002,Anthony Grundy,PG-SG,11.10,-,3.39,27.5,32.0
2002,Brian Brown,PG-SG,11.43,-,3.29,26.0,33.0
2002,Brooks Sales,PF-C,11.05,-,3.29,26.0,29.5
2002,Byron Mouton,SG-SF,11.84,-,3.10,24.0,30.0
2002,Carlos Boozer,PF,10.77,-,3.31,26.5,28.5
2002,Caron Butler,SF-SG,12.15,-,3.33,27.0,31.0
2002,Chris Burgess,C,11.58,-,3.37,24.5,31.0
2002,Chris Christoffersen,C,12.55,-,3.39,28.0,31.0
2002,Chris Massie,PF,-,-,-,-,-
2002,Chris Owens,PF-SF,-,-,-,-,-
2002,Chris Wilcox,PF-C,11.43,-,3.16,31.0,34.5
2002,Cordell Henry,PG,11.30,-,3.04,33.0,37.5
2002,Corsley Edwards,PF,12.18,-,3.31,28.5,33.0
2002,Craig Dawson,SG-SF,12.06,-,3.25,26.0,30.0
2002,Curtis Borchardt,C,12.56,-,3.63,24.0,27.0
2002,Dajuan Wagner,PG-SG,12.03,-,3.22,28.0,35.0
2002,Damon Hancock,SG-PG,11.62,-,3.03,32.0,35.0
2002,Darius Songaila,PF,11.69,-,3.52,24.5,29.5
2002,David Graves,SG,11.20,-,3.27,26.0,29.5
2002,Drew Gooden,PF,11.81,-,3.19,29.0,33.0
2002,Elvin Mims,SF-SG,11.17,-,3.22,32.0,38.0
2002,Frank Williams,PG,11.73,-,3.29,26.0,31.0
2002,Fred Jones,SG,11.12,-,3.13,33.5,37.5
2002,George Williams,PF-SF,11.21,-,3.24,33.5,39.0
2002,Greg Harrington,PG,12.06,-,3.32,28.5,34.0
2002,Immanuel McElroy,SG,-,-,-,-,-
2002,Israel Sheinfeld,PF-C,-,-,-,-,-
2002,J.R. Bremer,SG-PG,10.93,-,3.10,30.0,35.5
2002,Jannero Pargo,PG,11.11,-,3.20,25.5,29.5
2002,Jared Jeffries,PF,11.73,-,3.40,26.0,30.0
2002,Jason Jennings,C,11.92,-,3.62,29.0,32.0
2002,Jay Williams,PG,10.34,-,3.09,28.5,36.0
2002,Jobey Thomas,SG,11.46,-,3.30,26.0,32.0
2002,John Salmons,SF-SG,11.35,-,3.25,30.5,34.5
2002,Julian Sensley,PF-SF,11.85,-,3.32,27.5,31.5
2002,Kareem Rush,SG-SF,11.86,-,3.22,26.0,30.0
2002,Kei Madison,SF,11.74,-,3.22,27.5,34.5
2002,Kevin Lyde,C-PF,12.97,-,3.36,27.5,30.5
2002,Kris Lang,C-PF,11.36,-,3.24,28.0,29.0
2002,Lee Benson,SF-PF,11.44,-,3.29,27.5,32.5
2002,Lenny Cooke,SG-SF,-,-,-,-,-
2002,Lonnie Jones,C-PF,11.80,-,3.33,30.5,31.5
2002,Lonny Baxter,PF-C,11.77,-,3.21,28.0,32.5
2002,Lubos Barton,SF-SG,11.20,-,3.31,25.5,31.5
2002,Luke Recker,SG-SF,10.78,-,3.27,25.5,31.0
2002,Lynn Greer,PG,11.24,-,3.16,29.5,36.5
2002,Marcus Haislip,PF,11.35,-,3.21,33.5,36.5
2002,Marcus Taylor,PG,11.25,-,3.31,27.5,33.5
2002,Mario Kasun,C,-,-,-,-,-
2002,Matt Barnes,SF,10.68,-,3.28,35.5,40.5
2002,Maurice Baker,PG,12.19,-,3.29,29.5,33.0
2002,Melvin Ely,PF,11.96,-,3.35,26.0,29.0
2002,Mike Dunleavy,SF,11.55,-,3.30,24.5,29.0
2002,Mire Chatman,PG-SG,11.12,-,3.18,29.0,33.0
2002,Muhammed Lasege,C-PF,12.96,-,3.29,27.5,30.0
2002,Nene,PF,10.73,-,3.19,30.0,34.0
2002,Peter Fehse,PF-C,-,-,-,-,-
2002,Predrag Savovic,SG,10.94,-,3.38,22.5,28.5
2002,Preston Shumpert,SF,11.03,-,3.24,28.5,29.0
2002,Qyntel Woods,SF-SG,11.94,-,3.23,33.5,34.5
2002,Randy Holcomb,SF-PF,12.85,-,3.22,29.5,35.5
2002,Rasual Butler,SF,11.54,-,3.29,31.5,37.5
2002,Reggie Evans,PF,12.73,-,3.26,26.0,29.5
2002,Robert Archibald,PF-C,11.34,-,3.33,24.0,27.5
2002,Rod Grizzard,SF-SG,-,-,-,-,-
2002,Rolan Roberts,PF,11.36,-,3.33,32.5,37.5
2002,Ronald Murray,SG,11.13,-,3.16,31.0,36.5
2002,Ryan Humphrey,PF-SF,11.75,-,3.20,31.5,37.5
2002,Sean Kennedy,PG,11.64,-,3.28,22.5,26.5
2002,Smush Parker,PG-SG,12.30,-,3.26,21.0,28.5
2002,Steve Logan,PG,-,-,-,-,-
2002,Sylvere Bryan,PF,12.03,-,3.20,28.5,29.5
2002,Tamar Slay,SF,10.94,-,3.09,32.5,38.0
2002,Teddy Dupay,PG,10.53,-,3.19,28.0,33.0
2002,Tito Maddox,PG,12.20,-,3.24,27.0,32.5
2002,Travis Robinson,SF,11.96,-,3.43,26.0,33.0
2002,Uche Okafor,PF-C,14.45,-,3.34,24.5,25.0
2002,Udonis Haslem,PF,11.80,-,3.31,28.5,33.5
2002,Vincent Yarbrough,SF,11.70,-,3.32,30.0,34.0
2001,Adam Allenspach,C,11.90,-,3.40,28.5,31.0
2001,Alton Ford,PF,11.70,-,3.16,34.5,36.5
2001,Andre Hutson,PF,11.25,-,3.30,29.0,32.5
2001,Anthony Evans,PF,12.56,-,3.31,31.5,33.0
2001,Benjamin Eze,C-PF,13.05,-,3.36,29.0,32.0
2001,Bobby Simmons,SF,11.69,-,3.41,27.5,34.0
2001,Brandon Armstrong,SG,10.91,-,3.20,30.0,37.0
2001,Brendan Haywood,C,12.87,-,3.50,27.0,28.5
2001,Brent Wright,PF-SF,12.25,-,3.30,23.0,29.0
2001,Brian Scalabrine,PF-SF,11.75,-,3.47,27.0,30.5
2001,Calvin Bowman,PF,11.96,-,3.21,28.5,34.5
2001,Charles Hathaway,C,-,-,-,-,-
2001,Charlie Bell,PG,10.59,-,3.12,31.5,38.0
2001,Cookie Belcher,SG-PG,11.26,-,2.91,35.0,41.5
2001,Damone Brown,SF,11.81,-,3.27,32.0,37.0
2001,Damone Thornton,PF,11.17,-,3.20,33.5,37.5
2001,Darrell Johns,C,12.41,-,3.59,23.5,30.0
2001,Darren Kelly,SG-PG,11.38,-,3.21,30.5,34.5
2001,DeMarcus Minor,SG,10.57,-,3.15,29.0,41.0
2001,DeSagana Diop,C,12.37,-,3.56,21.5,25.5
2001,Demetrius Porter,PG,11.50,-,3.34,26.0,31.0
2001,Earl Watson,PG,10.97,-,3.19,32.5,37.5
2001,Eddie Griffin,PF-SF,11.77,-,3.21,26.5,33.0
2001,Eddy Curry,C,12.25,-,3.53,28.0,31.0
2001,Eric Chenowith,C,12.50,-,3.59,23.5,27.5
2001,Gilbert Arenas,SG,-,-,3.25,31.5,36.0
2001,Greg Stevenson,SF,11.29,-,3.23,30.0,35.5
2001,Gyasi Cline-Heard,PF,11.40,-,3.23,31.5,34.5
2001,Horace Jenkins,PG,10.97,-,3.10,34.5,41.0
2001,Jamaal Tinsley,PG,11.96,-,3.20,28.0,37.5
2001,Jamario Moon,SF,11.64,-,3.08,33.0,43.0
2001,Jamison Brewer,PG,9.65,-,3.15,26.0,32.5
2001,Jarron Collins,C-PF,11.65,-,3.60,23.0,29.0
2001,Jason Collins,PF-C,12.10,-,3.54,25.5,28.5
2001,Jason Gardner,PG,10.88,-,2.92,34.5,40.0
2001,Jason Richardson,SF-SG,11.75,-,3.12,32.5,39.5
2001,Jerry Green,PG-SG,11.70,-,3.17,28.5,35.0
2001,Jeryl Sasser,PG-SG,11.47,-,3.22,29.0,34.0
2001,Joe Johnson,SF-SG,12.05,-,3.40,32.5,36.5
2001,Joseph Forte,SG,11.51,-,3.19,26.5,33.0
2001,Ken Johnson,C,11.27,-,3.12,32.5,35.0
2001,Kenny Gregory,SF,11.33,-,3.10,39.5,45.5
2001,Kenny Satterfield,PG,12.05,-,3.20,28.5,33.0
2001,Kimani Ffriend,C-PF,11.46,-,3.09,32.0,33.0
2001,Kirk Haston,PF-SF,12.25,-,3.35,27.0,31.5
2001,Kwame Brown,PF-C,11.59,-,3.45,30.0,33.0
2001,Lazaros Papadopoulos,C-PF,12.00,-,3.70,23.0,26.0
2001,Lee Scruggs,PF-SF,13.28,-,3.55,23.5,29.5
2001,Loren Woods,C-PF,11.83,-,3.48,24.5,28.0
2001,Martin Rancik,PF-SF,10.77,-,3.19,32.0,37.0
2001,Maurice Evans,SG,10.08,-,3.12,34.5,37.5
2001,Michael Bradley,PF,11.11,-,3.35,27.0,30.0
2001,Michael Hicks,SG,11.38,-,3.19,33.0,40.5
2001,Michael Wright,PF,11.37,-,3.21,27.5,33.5
2001,Mike Mardesich,C-PF,11.65,-,3.45,24.0,30.0
2001,Nate James,SF,11.42,-,3.31,26.0,31.0
2001,Norman Richardson,SG,10.97,-,3.15,30.5,35.5
2001,Omar Cook,PG,10.77,-,3.20,31.0,35.5
2001,Rashad Phillips,PG,11.93,-,3.27,27.0,32.0
2001,Richard Jefferson,SF,11.19,-,3.15,33.0,38.5
2001,Robb Dryden,C,12.47,-,3.46,27.0,30.0
2001,Rodney White,SF,12.07,-,3.47,27.5,33.0
2001,Ruben Boumtje-Boumtje,C,11.84,-,3.33,26.5,31.0
2001,Ryan Carroll,SF-SG,11.00,-,3.10,34.5,39.0
2001,Sam Clancy,PF,11.47,-,3.13,31.0,34.0
2001,Sean Lampley,SF,11.06,-,3.12,36.0,40.0
2001,Shane Battier,SF-PF,10.95,-,3.30,29.5,33.0
2001,SirValiant Brown,PG,11.23,-,3.00,31.0,39.5
2001,Souleymane Wane,C,12.02,-,3.46,29.0,30.5
2001,Steven Hunter,C-PF,11.99,-,3.15,30.5,38.5
2001,Tate Decker,SF,12.19,-,3.47,25.5,28.5
2001,Tory Walker,SF,11.95,-,3.25,28.0,33.0
2001,Trenton Hassell,SG-SF,11.57,-,3.29,35.5,37.5
2001,Troy Murphy,PF,11.22,-,3.43,28.5,34.5
2001,Troy Ostler,PF-SF,13.42,-,3.50,26.5,29.5
2001,Tyson Chandler,SF-PF,12.13,-,3.36,31.0,33.5
2001,Will Solomon,PG-SG,11.30,-,3.22,28.5,35.0
2001,Zach Marbury,PG-SG,11.53,-,3.10,33.0,36.5
2000,A.J. Granger,SF,10.73,-,3.25,30.0,34.0
2000,A.J. Guyton,PG-SG,10.55,-,3.22,33.0,37.5
2000,Alex Scales,SG-PG,10.98,-,3.21,38.5,42.5
2000,Antonis Fotsis,SF,11.60,-,3.44,27.0,30.0
2000,Aubrey Reese,PG,11.13,-,3.25,31.5,37.5
2000,Bootsy Thornton,SG,12.08,-,3.33,26.5,31.0
2000,Brandon Kurtz,PF-C,-,-,-,-,-
2000,Brian Montonati,PF,11.85,-,3.53,25.0,29.0
2000,Caswell Cyrus,PF,12.12,-,3.16,33.5,37.5
2000,Ceedric Goodwyn,SF-PF,-,-,-,-,-
2000,Chris Porter,SF-PF,10.93,-,3.20,28.5,35.0
2000,Cory Hightower,SG-SF,11.92,-,3.37,29.5,34.5
2000,Damon Reed,PF-C,11.21,-,3.31,27.5,31.5
2000,Dan Langhi,SF,10.85,-,3.24,31.0,34.5
2000,Dan McClintock,C-PF,11.52,-,3.33,33.0,35.0
2000,Donnell Harvey,PF,11.23,-,-,33.0,32.5
2000,Ed Cota,PG,10.98,-,3.24,26.5,33.5
2000,Eddie Gill,PG,11.12,-,3.18,35.0,38.5
2000,Eddie House,SG-PG,11.12,-,3.27,29.5,38.5
2000,Eduardo Najera,PF-SF,11.38,-,3.45,28.0,35.0
2000,Eric Coley,SG-SF,11.40,-,3.15,35.0,38.0
2000,Ernest Brown,C,-,-,-,-,-
2000,Gabe Muoneke,PF-SF,11.00,-,3.40,30.5,34.0
2000,Harold Arceneaux,SG-SF,13.80,-,-,-,29.0
2000,Igor Rakocevic,PG,10.40,-,3.10,27.5,34.0
2000,Jabari Smith,PF-C,12.45,-,3.43,24.5,30.0
2000,Jacob Jaacks,PF,11.48,-,3.58,26.0,32.0
2000,Jamal Crawford,PG-SG,-,-,-,-,-
2000,Jameel Watkins,PF-C,12.38,-,3.45,28.0,30.5
2000,Jaquay Walls,PG,10.75,-,3.23,28.5,35.5
2000,Jarrett Stephens,PF,11.98,-,3.46,27.0,29.0
2000,Jason Hart,PG,11.70,-,3.34,29.5,33.5
2000,Jimmie Hunter,SG-PG,11.23,-,3.35,29.0,36.0
2000,Johnny Hemsley,SG-SF,11.50,-,3.19,31.5,35.0
2000,Julius Doc Robinson,PG,12.54,-,3.41,30.0,37.5
2000,Justin Love,PG-SG,10.99,-,3.31,31.0,38.5
2000,Karim Shabazz,C,12.72,-,3.36,24.5,28.0
2000,Kenyon Jones,PF-C,12.44,-,3.60,28.5,30.0
2000,Khalid El-Amin,PG,10.59,-,3.32,27.5,32.0
2000,Lamont Barnes,PF-C,12.30,-,3.40,28.0,29.5
2000,Lavor Postell,SG,11.79,-,3.30,33.5,36.5
2000,Malik Allen,PF-C,11.83,-,3.38,25.5,29.0
2000,Marcus Goree,SF-PF,12.00,-,3.25,29.5,33.5
2000,Mario Bland,PF,13.04,-,3.47,27.0,31.0
2000,Mark Karcher,SG,11.51,-,3.40,27.5,30.5
2000,Mark Madsen,PF,12.12,-,3.46,30.5,33.5
2000,Marko Jaric,SG-SF,11.32,-,3.28,27.5,33.0
2000,Matt Santangelo,PG,10.66,-,3.06,33.5,43.0
2000,Matthew Nielsen,PF,11.28,-,3.35,26.0,29.0
2000,Michael Hermon,SG-PG,11.79,-,3.25,29.0,33.0
2000,Michael Redd,SG-SF,12.06,-,3.34,27.0,31.0
2000,Mike Smith,SF,11.32,-,3.22,33.0,21.0
2000,Nate Johnson,SF,11.90,-,3.33,27.0,33.5
2000,Ndongo N'diaye,C,13.16,-,3.69,24.5,27.5
2000,Nick Sheppard,PF-C,12.14,-,3.52,23.5,25.5
2000,Pepe Sanchez,PG,11.62,-,3.44,26.0,31.0
2000,Pete Mickeal,SG-SF,10.83,-,3.06,28.0,34.5
2000,Primoz Brezec,C,11.53,-,3.55,26.0,29.5
2000,Reed Rawlings,SG-SF,11.10,-,3.27,28.5,33.5
2000,Ron Hale,SG-SF,12.58,-,3.20,29.5,34.5
2000,Schea Cotton,SF,11.55,-,3.00,34.0,38.0
2000,Shaheen Holloway,PG,11.22,-,3.32,-,-
2000,Speedy Claxton,PG,10.48,-,3.06,36.0,42.5
2000,Terrance Roberson,SF,11.66,-,-,29.0,32.5
2000,Vassil Evtimov,PF,11.75,-,3.52,21.0,28.5
