YEAR,PLAYER,POS,HAND LENGTH (Inches),HAND WIDTH (INCHES),HEIGHT W/O SHOES,STANDING REACH,WEIGHT (LBS),WINGSPAN
2015,Michael Qualls,SG-SF,9.00,10.25,76.0,104.5,201.4,84.25
2015,Montrezl Harrell,PF,9.00,9.75,79.0,109.0,253.4,88.25
2015,Myles Turner,C-PF,9.25,9.25,81.75,112.0,238.6,88.0
2015,Norman Powell,SG,9.25,9.00,75.0,102.5,215.4,82.75
2015,Olivier Hanlan,PG-SG,8.00,8.75,75.25,100.0,185.8,78.0
2015,Pat Connaughton,SG,8.50,9.25,76.0,96.0,215.0,80.0
2015,Quinn Cook,PG,7.50,8.75,72.25,96.5,179.0,76.0
2015,R.J. Hunter,SG,8.50,8.25,76.5,104.0,185.0,82.5
2015,Rakeem Christmas,PF-C,9.25,9.00,80.25,110.5,242.6,89.25
2015,Rashad Vaughn,SG,8.00,8.50,75.75,101.0,198.6,79.0
2015,Richaun Holmes,PF,8.50,8.50,80.25,108.0,242.8,85.5
2015,Robert Upshaw,C,10.00,11.00,82.75,113.0,258.2,89.5
2015,Rondae Hollis-Jefferson,SF,8.75,9.75,77.5,104.0,210.8,86.0
2015,Ryan Boatright,PG,7.50,8.75,70.0,92.5,169.6,72.5
2015,Sam Dekker,SF,8.50,9.25,79.75,106.0,218.6,83.5
2015,Stanley Johnson,SF,9.00,9.00,77.0,102.0,241.8,83.5
2015,TJ McConnell,PG,7.50,7.00,72.5,96.5,187.8,74.0
2015,Terran Petteway,SG,8.25,8.25,76.75,104.5,209.2,83.25
2015,Terry Rozier,PG-SG,8.25,8.50,72.5,98.5,190.2,80.25
2015,Treveon Graham,SF,8.50,8.25,76.0,103.0,219.4,82.5
2015,Trey Lyles,PF,9.25,10.25,81.0,108.0,241.2,85.5
2015,Tyler Harvey,SG,7.75,8.75,74.75,98.5,181.4,77.5
2015,Tyus Jones,PG,8.25,8.75,72.5,97.0,184.6,77.0
2015,Vince Hunter,PF,9.00,8.75,78.75,104.5,208.4,83.0
2015,Willie Cauley-Stein,C,9.50,9.00,83.25,111.0,242.4,87.0
2014,Aaron Craft,PG,7.75,8.50,72.75,94.5,191.6,74.0
2014,Aaron Gordon,PF,8.75,10.50,79.5,105.0,220.1,83.75
2014,Adreian Payne,PF,9.25,9.50,81.0,109.0,238.5,88.0
2014,Alec Brown,PF,9.25,8.75,84.25,109.0,231.2,85.5
2014,Alex Kirk,PF,9.25,10.50,81.25,109.5,252.0,87.5
2014,C.J. Fair,SF,9.00,9.00,78.5,104.0,218.1,81.5
2014,C.J. Wilcox,SG,8.75,9.00,75.5,100.5,201.0,81.75
2014,Cameron Bairstow,PF,8.75,9.00,80.75,107.0,252.4,84.75
2014,Cleanthony Early,SF,8.50,9.00,78.0,101.5,209.4,82.75
2014,Cory Jefferson,PF,8.75,9.75,79.75,105.0,218.4,84.5
2014,Dante Exum,SG,8.50,9.50,76.5,103.0,196.3,81.5
2014,DeAndre Daniels,SF,9.25,10.50,79.25,106.5,196.0,86.0
2014,Deonte Burton,PG,8.25,8.00,72.0,97.5,192.8,79.0
2014,Devyn Marble,SG,8.25,8.50,77.0,102.0,192.4,81.0
2014,Doug McDermott,SF,8.75,9.75,78.25,103.0,218.0,81.25
2014,Dwight Powell,PF,9.00,9.25,81.5,105.0,234.4,84.5
2014,Elfrid Payton,PG,8.75,9.00,74.5,98.5,185.4,80.0
2014,Gary Harris,SG,8.50,9.50,74.5,96.0,204.8,78.75
2014,Glenn Robinson III,SF,9.00,9.50,77.5,100.5,211.4,82.0
2014,Jabari Brown,SG,9.00,9.25,75.0,100.0,201.9,80.25
2014,James McAdoo,PF,9.25,9.00,79.5,106.5,227.6,86.25
2014,James Young,SG,9.00,9.50,77.25,104.0,213.3,84.0
2014,Jarnell Stokes,PF,9.75,10.50,79.0,103.5,262.8,85.25
2014,Jerami Grant,SF,9.25,9.25,78.5,107.0,214.0,86.75
2014,Joe Harris,SG,8.50,9.75,76.75,100.0,215.0,78.0
2014,Johnny O?Bryant III,PF,9.25,9.50,79.25,105.0,256.8,86.25
2014,Jordan Adams,SG,8.50,7.50,75.5,102.0,208.8,82.0
2014,Jordan Bachynski,PF,9.25,10.00,85.25,108.5,254.1,88.0
2014,Jordan Clarkson,PG,8.25,9.00,75.25,98.0,186.3,80.0
2014,Jordan McRae,SG,8.75,8.50,75.75,104.0,179.4,84.5
2014,Julius Randle,PF,8.75,8.25,79.75,105.5,249.7,84.0
2014,K.J. McDaniels,SF,8.75,9.75,76.5,102.0,195.6,83.25
2014,Kendall Williams,PG,8.00,7.75,74.25,99.0,183.0,77.5
2014,Khem Birch,PF,9.00,8.50,79.5,107.0,208.8,85.0
2014,Kyle Anderson,SF,8.25,8.75,79.5,107.5,230.1,86.75
2014,LaQuinton Ross,SF,8.75,9.75,78.5,106.0,238.7,85.75
2014,Lamar Patterson,SG,9.00,9.25,76.0,101.0,226.0,83.0
2014,Marcus Smart,PG,9.00,8.75,74.0,99.0,227.2,81.25
2014,Markel Brown,SG,8.25,9.75,74.5,100.0,184.4,80.75
2014,Melvin Ejim,SF,8.75,9.25,77.25,103.5,218.5,83.25
2014,Nick Johnson,SG,8.75,9.75,73.5,96.5,198.0,79.25
2014,Nik Stauskas,SG,8.50,8.50,77.25,102.0,206.9,79.75
2014,Noah Vonleh,PF,9.75,11.75,80.0,108.0,247.1,88.25
2014,P.J. Hairston,SG,8.75,9.75,76.25,101.0,228.8,81.0
2014,Patric Young,PF,9.25,9.50,80.5,103.5,246.8,85.75
2014,Rodney Hood,SF,8.50,8.50,79.25,103.0,208.2,80.5
2014,Russ Smith,PG,8.25,8.50,71.5,95.0,160.0,75.5
2014,Sean Kilpatrick,SG,9.00,9.00,74.5,99.0,218.7,79.0
2014,Semaj Christon,PG,8.50,8.25,73.5,99.0,186.0,78.5
2014,Shabazz Napier,PG,8.25,8.50,71.0,93.0,175.2,75.25
2014,Spencer Dinwiddie,PG,8.25,9.00,76.5,103.0,204.9,80.25
2014,T.J. Warren,SF,8.75,9.00,79.0,104.0,220.2,82.25
2014,Thanasis Antetokounmpo,SF,9.00,9.75,77.25,104.5,205.2,84.0
2014,Tyler Ennis,PG,8.25,8.75,73.0,98.0,181.5,79.25
2014,Xavier Thames,PG,8.25,9.00,74.25,96.0,187.0,76.0
2014,Zach LaVine,PG,8.25,8.75,76.5,100.0,180.9,80.25
2013,Adonis Thomas,SF,9.25,9.50,76.75,99.0,231.8,85.0
2013,Alex Len,C,9.00,10.75,,,-,87.5
2013,Allen Crabbe,SG,8.25,8.50,77.25,103.5,197.4,83.25
2013,Andre Roberson,PF-SF,8.75,9.50,78.25,104.5,205.8,83.0
2013,Archie Goodwin,SG,8.50,9.00,75.75,102.0,189.0,81.5
2013,BJ Young,SG-PG,8.50,9.50,74.25,99.0,178.8,80.25
2013,Ben McLemore,SG,8.75,9.50,75.5,100.5,189.2,79.75
2013,Brandon Davies,PF,9.00,11.00,80.5,108.5,241.8,85.5
2013,Brandon Paul,SG,8.50,9.50,74.75,98.0,201.0,82.25
2013,CJ Leslie,PF-SF,8.75,9.00,79.5,104.5,209.2,86.25
2013,CJ McCollum,PG-SG,8.00,9.50,74.25,96.5,197.0,78.25
2013,Carrick Felix,SF-SG,8.50,9.50,76.75,103.5,202.6,81.25
2013,Cody Zeller,C-PF,8.50,10.50,82.75,106.0,230.0,82.75
2013,Colton Iverson,C,9.25,9.50,82.5,110.0,262.8,86.0
2013,Dennis Schroder,PG,8.75,10.50,73.0,98.0,164.8,79.75
2013,Deshaun Thomas,SF,8.00,8.75,77.0,104.0,219.8,82.0
2013,Dewayne Dedmon,C,9.00,11.00,82.0,109.0,238.8,88.0
2013,Erick Green,PG,8.50,9.00,73.5,98.0,178.2,77.75
2013,Erik Murphy,PF,8.75,9.75,80.75,108.0,239.8,82.5
2013,Glen Rice,SF-SG,8.50,9.00,76.5,101.5,210.8,81.25
2013,Gorgui Dieng,C,9.00,10.00,81.75,111.5,229.6,87.5
2013,Grant Jerrett,PF,8.50,9.25,80.75,109.0,232.0,86.0
2013,Isaiah Canaan,PG,8.25,9.50,71.0,94.5,188.4,76.5
2013,Jackie Carmichael,PF,9.00,10.25,79.5,107.0,241.2,85.5
2013,Jamaal Franklin,SG-SF,8.50,8.25,76.0,103.5,190.8,83.25
2013,James Ennis,SF,8.50,8.75,77.75,104.5,200.8,83.5
2013,James Southerland,SF-PF,8.00,9.50,79.0,106.0,220.6,85.0
2013,Jeff Withey,C,9.00,9.75,82.75,110.5,221.8,86.0
2013,Kelly Olynyk,PF-C,8.50,10.00,82.75,108.0,234.0,81.75
2013,Kenny Kadji,PF-C,9.00,10.25,80.75,106.5,241.6,87.0
2013,Kentavious Caldwell-Pope,SG,8.50,9.00,76.5,100.5,203.6,80.0
2013,Lorenzo Brown,PG,8.25,8.50,76.0,100.0,189.2,79.0
2013,Mason Plumlee,C-PF,9.75,9.50,83.25,108.0,238.2,83.0
2013,Michael Carter-Williams,PG,7.50,8.50,76.75,101.0,184.4,79.25
2013,Mike Muscala,C-PF,8.50,9.00,82.25,108.0,230.2,85.0
2013,Myck Kabongo,PG,8.25,9.00,73.25,98.0,180.4,78.25
2013,Nate Wolters,PG,8.25,8.75,75.5,98.0,196.4,75.75
2013,Nerlens Noel,C,9.50,10.00,82.0,110.0,206.4,87.75
2013,Norvel Pelle,PF-C,8.75,9.50,81.5,109.0,207.2,86.5
2013,Otto Porter,SF,8.75,9.25,79.5,105.5,197.6,85.5
2013,Peyton Siva,PG,8.00,9.75,71.5,93.0,180.6,75.0
2013,Phil Pressey,PG,7.75,9.75,69.5,92.0,177.0,74.25
2013,Pierre Jackson,PG,7.50,8.25,69.5,90.0,176.0,70.0
2013,Ray McCallum,PG,8.00,8.75,72.25,96.5,191.4,75.25
2013,Reggie Bullock,SG-SF,8.50,9.00,77.75,102.0,199.8,80.75
2013,Richard Howell,PF,8.75,9.50,78.25,105.5,249.6,82.25
2013,Ricky Ledo,SG,8.50,9.25,76.75,102.5,197.2,79.25
2013,Robert Covington,SF-PF,9.00,8.50,78.25,106.0,208.6,85.75
2013,Rudy Gobert,C,9.75,10.00,84.5,115.0,237.6,92.5
2013,Ryan Kelly,PF,9.00,10.00,81.75,110.0,228.0,83.5
2013,Seth Curry,SG,8.00,8.25,73.0,97.5,179.2,76.0
2013,Shabazz Muhammad,SF-SG,9.00,10.00,76.75,104.5,221.8,83.0
2013,Shane Larkin,PG,7.50,8.75,70.25,89.5,170.8,70.75
2013,Solomon Hill,SF,9.00,10.50,77.5,103.0,226.0,81.0
2013,Steven Adams,C,9.50,11.00,82.75,109.5,254.5,88.5
2013,Tim Hardaway Jr.,SG,8.00,9.25,76.5,101.0,199.4,79.0
2013,Tony Mitchell,PF-SF,9.00,10.00,79.5,106.5,236.4,86.5
2013,Tony Snell,SF-SG,9.00,9.50,78.0,105.5,198.2,83.5
2013,Trevor Mbakwe,PF,9.50,11.50,78.75,106.5,235.8,88.0
2013,Trey Burke,PG,8.25,8.75,71.75,97.5,187.0,77.5
2013,Vander Blue,SG,8.50,9.50,75.5,100.5,197.4,78.0
2013,Victor Oladipo,SG,8.75,9.25,75.25,100.5,213.2,81.25
2013,Will Clyburn,SF-SG,9.25,10.25,77.75,105.0,210.4,84.25
2012,Adonis Thomas,SF,9.25,9.50,76.75,99.0,231.8,85.0
2012,Alex Len,C,9.00,10.75,,,-,87.5
2012,Anthony Davis,PF-C,9.00,8.50,81.25,108.0,221.8,89.5
2012,Arnett Moultrie,PF,9.25,9.25,81.5,106.5,232.8,86.25
2012,Austin Rivers,SG-PG,8.50,10.00,75.5,96.5,202.8,79.25
2012,Bernard James,PF,9.00,9.25,80.75,108.5,229.8,87.0
2012,Bradley Beal,SG,8.50,9.00,75.25,100.0,201.8,80.0
2012,Damian Lillard,PG,8.75,9.75,73.75,95.5,188.8,79.75
2012,Darius Johnson-Odom,SG,8.75,8.75,73.5,96.0,212.0,79.0
2012,Darius Miller,SF-SG,8.50,8.75,78.0,101.0,233.4,81.0
2012,Dion Waiters,SG,8.50,9.50,74.5,98.0,221.0,79.25
2012,Doron Lamb,SG-PG,8.50,8.75,75.25,98.5,199.4,78.75
2012,Draymond Green,PF-SF,9.00,9.50,77.75,105.0,235.6,85.25
2012,Drew Gordon,PF,8.50,9.75,80.0,103.5,239.0,83.5
2012,Fab Melo,C,9.00,10.00,82.75,110.0,255.0,86.5
2012,Festus Ezeli,C-PF,9.00,10.75,81.75,108.0,264.2,89.75
2012,Harrison Barnes,SF-SG,9.00,8.50,79.0,101.5,227.8,83.25
2012,Henry Sims,C-PF,9.25,10.00,82.0,108.0,241.2,88.0
2012,Hollis Thompson,SF,8.25,9.75,78.75,102.5,206.0,81.5
2012,J'Covan Brown,PG,7.75,8.25,73.0,96.0,202.4,77.25
2012,JaMychal Green,PF,9.25,9.25,80.0,106.5,217.4,86.25
2012,Jae Crowder,SF,9.50,10.50,76.75,99.5,241.2,81.25
2012,Jared Cunningham,SG-PG,8.25,9.00,75.5,98.0,187.6,78.5
2012,Jared Sullinger,PF,9.25,9.75,79.75,105.5,268.2,85.25
2012,Jeff Taylor,SF-SG,8.25,9.75,78.0,101.5,212.8,78.25
2012,Jeremy Lamb,SG,8.75,9.25,76.0,102.0,179.2,83.0
2012,John Henson,PF,9.25,10.00,81.0,112.0,216.0,89.0
2012,John Jenkins,SG,9.00,9.00,75.25,98.0,212.0,80.5
2012,Jordan Taylor,PG,8.25,9.50,73.0,92.5,192.8,75.0
2012,Kendall Marshall,PG,8.50,9.00,75.25,96.0,198.4,77.5
2012,Kevin Jones,PF,9.00,7.75,78.25,105.0,251.2,85.5
2012,Kevin Murphy,SG,8.50,8.50,77.0,99.0,194.0,78.75
2012,Khris Middleton,SF,9.00,9.00,78.75,103.0,216.2,82.75
2012,Kim English,SG,8.50,8.75,76.5,98.0,192.0,78.5
2012,Kris Joseph,SG,9.00,9.00,78.0,104.0,215.0,83.0
2012,Kyle O'Quinn,PF,9.50,10.00,80.5,106.5,240.8,88.75
2012,Marcus Denmon,SG,8.25,9.75,74.25,94.5,188.2,77.0
2012,Marquis Teague,PG,8.25,7.75,73.0,96.5,179.8,79.25
2012,Maurice Harkless,SF,9.25,10.25,79.25,102.5,206.6,84.0
2012,Meyers Leonard,C,9.25,11.00,83.75,108.0,249.8,87.0
2012,Michael Kidd-Gilchrist,SF,9.00,10.25,77.75,104.5,232.8,84.0
2012,Mike Scott,PF,8.50,9.00,79.25,104.0,240.8,82.75
2012,Miles Plumlee,PF-C,9.25,9.00,82.5,105.5,252.4,84.75
2012,Orlando Johnson,SG,9.00,9.50,75.75,99.0,223.8,83.25
2012,Perry Jones,PF-SF,9.25,9.50,82.25,107.0,233.8,85.75
2012,Quincy Acy,PF,9.50,11.00,78.5,106.5,223.8,86.75
2012,Quincy Miller,SF,9.25,10.25,80.75,105.0,218.7,85.25
2012,Robbie Hummel,SF,8.50,9.50,79.25,102.0,218.0,80.5
2012,Royce White,PF,9.50,11.50,79.0,104.5,260.6,84.0
2012,Scott Machado,PG,8.50,9.50,73.0,94.5,205.8,76.0
2012,Terrence Jones,PF-SF,9.00,10.00,80.25,107.0,252.0,86.25
2012,Terrence Ross,SG-SF,8.75,10.25,78.0,100.5,196.6,79.25
2012,Thomas Robinson,PF,9.75,10.50,79.75,106.0,244.2,87.25
2012,Tomas Satoransky,PG-SG,8.50,9.50,78.5,100.0,200.6,79.25
2012,Tony Mitchell,SG,8.50,10.00,77.25,100.0,216.4,82.0
2012,Tony Wroten,PG,8.00,9.00,76.75,101.0,203.2,81.0
2012,Tu Holloway,PG,8.75,10.00,70.5,94.5,186.8,77.5
2012,Tyler Zeller,PF-C,9.00,9.75,83.25,104.5,247.4,84.0
2012,Tyshawn Taylor,PG,8.75,8.75,74.75,97.5,177.0,78.25
2012,Will Barton,SG-SF,9.00,9.50,77.0,102.5,174.4,81.75
2012,William Buford,SG-SF,8.75,10.00,76.0,102.0,214.6,81.5
2011,Alec Burks,SG,9.00,8.25,77.0,103.5,192.6,82.0
2011,Andrew Goudelock,PG,8.25,9.25,73.25,96.5,197.6,76.25
2011,Brandon Knight,PG,8.25,9.50,73.5,98.5,176.8,78.75
2011,Chandler Parsons,SF,8.25,10.00,80.75,104.5,221.2,81.5
2011,Charles Jenkins,PG-SG,8.50,9.00,73.5,96.5,216.4,79.5
2011,Chris Singleton,SF,9.25,10.00,79.75,103.5,230.2,85.0
2011,Cory Joseph,PG,8.50,10.50,74.0,99.0,186.2,77.5
2011,Darius Morris,PG-SG,8.75,10.00,75.25,102.0,190.0,79.5
2011,David Lighty,SG,9.00,10.00,76.75,101.0,216.2,80.0
2011,DeAndre Liggins,SF-SG,8.75,10.00,77.0,103.5,202.2,83.0
2011,Demetri McCamey,PG,8.50,9.00,73.75,99.5,204.0,78.25
2011,Derrick Williams,PF-SF,9.00,9.75,79.25,108.0,248.4,85.5
2011,E'Twaun Moore,SG,9.00,10.00,74.5,99.5,191.4,81.5
2011,Enes Kanter,PF-C,9.50,10.75,81.75,109.5,259.2,85.5
2011,Gregory Smith,PF-C,9.75,12.00,80.0,106.5,252.8,86.5
2011,Iman Shumpert,PG-SG,9.00,9.00,76.25,99.5,221.8,81.5
2011,Isaiah Thomas,PG,8.25,9.00,68.75,91.5,186.0,73.75
2011,JaJuan Johnson,PF,9.00,10.00,81.0,107.5,219.8,86.0
2011,James Fredette,PG,8.00,8.50,72.75,96.5,196.0,76.5
2011,Jamie Skeen,PF,8.50,8.50,78.5,106.5,241.6,85.25
2011,Jereme Richmond,SF,8.75,9.50,78.0,106.5,207.2,82.25
2011,Jeremy Tyler,PF-C,9.25,9.00,81.0,110.5,262.4,89.0
2011,Jimmy Butler,SF,9.00,9.00,78.0,101.5,222.2,79.5
2011,Jon Diebler,SG,8.25,8.25,77.25,99.0,196.6,78.0
2011,Jon Leuer,PF,8.75,9.75,82.0,105.5,223.2,84.0
2011,Jordan Hamilton,SF,9.00,9.25,78.75,104.0,228.4,81.5
2011,Jordan Williams,PF,9.25,10.00,79.75,106.5,247.2,84.25
2011,Josh Selby,SG-PG,8.50,9.00,73.75,98.0,194.6,77.25
2011,Justin Harper,PF-SF,9.00,9.25,80.0,106.0,228.0,83.75
2011,Kawhi Leonard,SF,9.75,11.25,78.0,106.0,227.4,87.0
2011,Keith Benson,C-PF,9.50,11.00,82.0,109.5,217.0,87.75
2011,Kemba Walker,PG,8.00,9.00,71.5,91.5,184.0,75.5
2011,Kenneth Faried,PF,8.50,10.25,78.0,108.0,224.6,84.0
2011,Klay Thompson,SG,8.75,9.25,77.75,103.5,205.6,81.0
2011,Kyle Singler,SF,8.25,8.75,79.5,106.0,228.0,82.1
2011,Kyrie Irving,PG,8.25,9.25,73.75,99.0,191.0,76.0
2011,LaceDarius Dunn,SG,9.00,10.25,75.0,101.0,187.8,78.25
2011,Malcolm Lee,SG,8.50,9.50,76.0,101.5,198.2,81.75
2011,Malcolm Thomas,PF,9.50,10.50,79.5,107.5,223.0,84.5
2011,Marcus Morris,PF-SF,8.25,8.50,79.0,105.5,229.6,82.0
2011,Markieff Morris,PF,8.50,8.25,79.75,106.5,240.8,82.75
2011,Marshon Brooks,SG,9.00,10.50,76.25,101.0,194.6,85.0
2011,Michael Dunigan,PF-C,9.00,10.75,80.5,107.5,237.6,87.25
2011,Nikola Vucevic,PF-C,9.25,10.25,82.25,112.5,259.8,88.5
2011,Nolan Smith,PG,8.50,9.25,73.5,99.0,187.6,77.5
2011,Norris Cole,PG,8.50,9.50,72.25,95.5,174.4,74.25
2011,Rick Jackson,PF,8.75,9.50,80.25,106.5,241.8,86.0
2011,Scotty Hopson,SG,8.50,10.00,77.75,103.5,204.6,82.5
2011,Shelvin Mack,PG,8.25,9.25,73.0,96.5,209.0,79.5
2011,Tobias Harris,SF-PF,8.75,9.00,78.5,103.5,222.8,83.0
2011,Travis Leslie,SG,8.75,9.25,75.0,103.0,205.0,82.5
2011,Trey Thompkins,PF,9.25,9.75,80.5,107.5,239.0,85.0
2011,Tristan Thompson,PF,8.75,9.25,79.5,108.5,227.4,85.25
2011,Tyler Honeycutt,SF,8.50,9.50,78.75,105.0,186.8,81.0
2010,Al-Farouq Aminu,SF,9.50,9.50,79.25,108.5,216.0,87.25
2010,Andy Rautins,SG,8.00,9.75,76.25,100.0,191.6,79.0
2010,Armon Johnson,PG-SG,8.25,9.25,74.0,99.5,195.2,80.0
2010,Artsiom Parakhouski,C,9.00,10.50,82.25,109.5,268.2,85.0
2010,Avery Bradley,SG-PG,8.25,9.50,74.0,98.5,180.4,79.25
2010,Charles Garcia,SF,8.75,9.00,80.25,107.5,231.6,85.75
2010,Cole Aldrich,C,9.00,9.25,81.0,111.5,236.0,88.75
2010,Craig Brackins,PF-SF,9.50,11.25,80.5,109.0,229.0,84.0
2010,Damion James,SF,9.25,8.50,78.25,107.0,226.6,84.75
2010,Daniel Orton,C,8.50,9.75,80.75,110.5,269.2,88.25
2010,Darington Hobson,SG-SF,8.25,9.00,77.25,104.5,203.6,81.25
2010,DeMarcus Cousins,C,9.25,10.00,81.5,113.0,291.8,89.75
2010,Derrick Caracter,PF,9.00,10.25,80.25,107.5,280.0,84.25
2010,Derrick Favors,PF,8.75,9.25,80.75,110.0,245.2,88.0
2010,Devin Ebanks,SF,8.25,9.00,79.0,107.5,207.8,84.25
2010,Dexter Pittman,PF-C,10.25,10.50,81.5,111.0,302.6,90.0
2010,Dominique Jones,SG,9.00,10.25,75.25,101.0,216.0,81.25
2010,Ed Davis,PF,9.25,10.00,81.0,108.0,226.6,84.0
2010,Ekpe Udoh,PF,9.50,8.75,80.75,106.5,237.4,88.5
2010,Eric Bledsoe,PG,8.50,9.75,72.25,98.0,191.6,79.5
2010,Evan Turner,SG,8.75,9.50,77.75,103.5,213.8,80.0
2010,Gani Lawal,PF,8.50,10.00,79.5,107.5,233.4,84.0
2010,Gordon Hayward,SF,8.50,9.25,78.75,103.0,211.0,79.75
2010,Greg Monroe,PF-C,8.75,9.50,81.75,108.5,246.6,86.25
2010,Greivis Vasquez,PG-SG,7.75,9.25,77.0,101.0,210.8,79.0
2010,Hassan Whiteside,C-PF,8.25,10.25,82.5,113.0,226.6,91.0
2010,James Anderson,SF,8.50,7.25,76.75,104.0,207.6,80.5
2010,Jarvis Varnado,PF-C,9.25,9.50,80.25,109.5,210.2,87.5
2010,Jerome Jordan,C,9.00,10.25,83.5,113.0,244.2,89.25
2010,John Wall,PG,8.25,9.50,74.75,101.5,195.6,81.25
2010,Jon Scheyer,PG-SG,7.75,9.50,76.75,99.0,180.0,75.25
2010,Jordan Crawford,SG,8.00,9.00,75.0,101.0,198.4,79.0
2010,Keith Gallon,PF-C,9.25,10.50,80.5,109.5,301.8,88.5
2010,Lance Stephenson,SG,9.00,10.25,76.5,103.0,227.0,82.5
2010,Larry Sanders,PF-C,9.75,11.00,81.25,112.0,222.4,89.75
2010,Lazar Hayward,SG-SF,9.25,9.50,76.5,102.0,225.8,84.75
2010,Luke Babbitt,SF-PF,8.50,10.00,79.5,104.5,217.8,83.25
2010,Luke Harangody,PF,8.75,9.75,78.0,106.0,240.2,81.5
2010,Manny Harris,SG,8.50,9.00,76.0,102.0,185.1,79.25
2010,Mikhail Torrance,PG,8.75,9.50,76.0,103.0,208.8,79.5
2010,Patrick Patterson,PF,9.25,10.25,80.0,107.0,239.6,85.25
2010,Paul George,SF,8.50,9.00,79.75,107.0,214.4,83.25
2010,Ryan Richards,PF,9.00,9.75,82.5,110.0,230.2,85.5
2010,Sherron Collins,PG,8.50,9.50,70.25,94.0,217.2,74.5
2010,Solomon Alabi,C,9.25,9.25,83.5,113.0,237.4,89.0
2010,Stanley Robinson,SF,9.00,9.00,78.5,107.5,213.2,84.0
2010,Sylven Landesberg,SG,8.75,10.75,76.75,100.5,210.0,81.0
2010,Terrico White,SG-PG,9.00,10.50,75.75,101.0,202.6,81.0
2010,Trevor Booker,PF,9.00,9.50,78.25,106.0,235.8,81.75
2010,Wesley Johnson,SF,9.00,9.50,78.25,106.0,206.4,85.0
2010,Willie Warren,SG-PG,8.50,9.50,74.5,99.5,208.4,78.0
2010,Xavier Henry,SG,8.75,10.00,77.25,105.0,210.2,83.25
2009,A.J. Price,PG,-,-,72.5,97.0,192.8,75.75
2009,Austin Daye,SF-PF,-,-,81.75,110.0,191.8,86.75
2009,Blake Griffin,PF,-,-,80.5,105.0,248.4,83.25
2009,Byron Mullens,C,-,-,83.75,111.0,258.2,85.5
2009,Chase Budinger,SF-SG,-,-,78.25,101.0,206.4,79.0
2009,DaJuan Summers,SF,-,-,79.25,106.5,243.0,84.75
2009,Danny Green,SG-SF,-,-,77.25,103.0,208.0,82.0
2009,Dante Cunningham,PF,-,-,79.0,106.5,227.4,83.0
2009,Darren Collison,PG,-,-,72.25,96.5,166.2,75.0
2009,DeJuan Blair,PF,-,-,77.25,106.5,276.6,86.0
2009,DeMar DeRozan,SG-SF,-,-,77.5,102.5,211.2,81.0
2009,DeMarre Carroll,PF-SF,-,-,78.25,105.0,207.2,82.0
2009,Derrick Brown,SF-PF,-,-,79.5,107.5,224.6,86.5
